,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
44001,L,297.4,308.5,1379,53.4,147,0,0,0,0,0
44002,M,298.1,308.8,1359,54.0,62,0,0,0,0,0
44003,L,297.1,308.4,1361,54.1,169,0,0,0,0,0
44004,M,299.6,310.9,1677,30.8,173,0,0,0,0,0
44005,L,301.9,311.0,1563,45.7,164,0,0,0,0,0
44006,L,298.5,309.9,1556,38.6,5,0,0,0,0,0
44007,M,302.2,310.1,1466,42.6,12,0,0,0,0,0
44008,L,298.5,309.5,1470,43.1,153,0,0,0,0,0
44009,L,298.5,309.5,1561,34.8,14,0,0,0,0,0
44010,L,303.1,311.2,1420,33.7,113,0,0,0,0,0
44011,M,303.5,312.8,1621,34.6,147,0,0,0,0,0
44012,L,299.0,310.1,1395,49.8,87,0,0,0,0,0
44013,M,297.2,308.3,1747,29.0,188,0,0,0,0,0
44014,L,296.9,307.9,1386,48.1,45,0,0,0,0,0
44015,M,300.4,309.7,1692,31.0,181,0,0,0,0,0
44016,L,299.7,309.2,1416,40.8,192,0,0,0,0,0
44017,L,300.3,311.7,1510,34.1,158,0,0,0,0,0
44018,L,298.9,310.1,1480,42.0,76,0,0,0,0,0
44019,M,298.1,308.5,1567,51.1,116,0,0,0,0,0
44020,M,298.9,309.8,1440,51.2,102,0,0,0,0,0
44021,L,298.1,307.7,1549,41.8,111,0,0,0,0,0
44022,L,297.3,308.3,1492,42.4,14,0,0,0,0,0
44023,L,298.9,310.1,1295,60.4,17,0,0,0,0,0
44024,L,300.0,309.8,1487,38.2,17,0,0,0,0,0
44025,L,296.8,307.9,1709,28.4,92,0,0,0,0,0
44026,L,300.8,312.3,1761,28.7,109,0,0,0,0,0
44027,L,297.2,308.3,1547,40.9,59,0,0,0,0,0
44028,L,302.7,310.6,1551,41.8,184,0,0,0,0,0
44029,L,300.9,310.8,1393,43.1,14,0,0,0,0,0
44030,L,301.3,311.1,1495,36.3,193,0,0,0,0,0
44031,M,298.2,308.9,1653,28.0,156,0,0,0,0,0
44032,L,300.6,310.8,1535,61.5,2,0,0,0,0,0
44033,L,300.8,310.8,1483,39.3,92,0,0,0,0,0
44034,L,298.0,307.5,1618,32.9,142,0,0,0,0,0
44035,M,302.5,312.2,1605,32.7,168,0,0,0,0,0
44036,L,297.4,308.6,1378,49.3,0,0,0,0,0,0
44037,L,297.1,308.5,1536,40.4,0,0,0,0,0,0
44038,M,296.8,308.1,1654,32.3,112,0,0,0,0,0
44039,L,300.6,310.6,1525,39.6,0,0,0,0,0,0
44040,L,300.7,309.5,1362,47.2,29,0,0,0,0,0
44041,L,300.8,312.6,1423,50.7,117,0,0,0,0,0
44042,M,302.3,311.1,1435,48.1,149,0,0,0,0,0
44043,L,295.6,306.1,1474,48.4,156,0,0,0,0,0
44044,L,297.8,307.5,1648,35.5,107,0,0,0,0,0
44045,L,296.8,308.0,1546,54.5,5,0,0,0,0,0
44046,M,302.2,311.2,1728,32.0,5,0,0,0,0,0
44047,M,299.2,310.5,1548,32.3,80,0,0,0,0,0
44048,L,300.6,310.2,1384,49.5,12,0,0,0,0,0
44049,L,301.3,310.6,1387,53.6,148,0,0,0,0,0
44050,M,297.9,309.6,1449,43.4,124,0,0,0,0,0
44051,M,298.0,308.1,1627,33.4,148,0,0,0,0,0
44052,L,300.7,310.6,1842,24.9,10,0,0,0,0,0
44053,H,297.3,308.6,1383,48.1,15,0,0,0,0,0
44054,L,300.8,311.3,2049,20.9,187,0,0,0,0,0
44055,L,303.4,311.8,1366,54.8,148,0,1,0,0,0
44056,L,301.4,310.7,1438,51.7,155,0,0,0,0,0
44057,L,300.5,311.5,1651,36.9,78,0,0,0,0,0
44058,L,298.9,310.8,1374,42.5,154,0,0,0,0,0
44059,L,303.8,312.7,1800,24.5,181,0,0,0,0,0
44060,M,296.9,308.1,1601,35.6,64,0,0,0,0,0
44061,L,301.0,312.1,1585,32.3,0,0,0,0,0,0
44062,M,300.2,309.6,1388,42.6,0,0,0,0,0,0
44063,M,303.7,312.4,1584,32.8,206,0,0,0,0,0
44064,L,299.1,310.0,1502,40.0,57,0,0,0,0,0
44065,M,304.3,313.5,1593,33.8,23,0,0,0,0,0
44066,M,297.5,308.1,1379,45.7,197,0,0,0,0,0
44067,L,302.2,311.3,1554,21.4,118,0,0,0,0,0
44068,M,302.0,310.4,1549,42.5,181,0,0,0,0,0
44069,L,299.3,309.0,1415,47.6,0,0,0,0,0,0
44070,H,300.0,309.6,1629,42.1,0,0,0,0,0,0
44071,M,303.9,313.0,1350,47.2,2,0,0,0,0,0
44072,L,301.9,310.9,1429,43.7,5,0,0,0,0,0
44073,M,297.5,308.7,1329,45.8,23,0,0,0,0,0
44074,M,297.6,308.7,1449,43.1,39,0,0,0,0,0
44075,L,302.9,310.8,1340,52.9,74,0,1,0,0,0
44076,L,299.6,309.5,1570,35.5,150,0,0,0,0,0
44077,M,297.4,309.1,1622,35.0,183,0,0,0,0,0
44078,L,300.8,310.6,1566,38.2,174,0,0,0,0,0
44079,L,301.4,310.4,1589,34.3,86,0,0,0,0,0
44080,H,298.1,307.6,1637,34.1,83,0,0,0,0,0
44081,L,300.9,310.7,1408,50.7,199,0,0,0,0,0
44082,M,301.3,311.2,1438,41.6,101,0,0,0,0,0
44083,L,298.3,308.4,1593,37.0,166,0,0,0,0,0
44084,L,301.3,310.4,1748,29.2,59,0,0,0,0,0
44085,L,299.6,309.2,1467,39.4,164,0,0,0,0,0
44086,L,300.7,310.9,1624,34.9,118,0,0,0,0,0
44087,L,300.4,311.7,1353,47.9,23,0,0,0,0,0
44088,L,298.9,310.1,1688,28.9,177,0,0,0,0,0
44089,M,297.5,309.4,1397,49.4,148,0,0,0,0,0
44090,M,300.8,309.6,1539,38.7,44,0,0,0,0,0
44091,L,300.3,311.8,1749,30.1,146,0,0,0,0,0
44092,L,298.8,309.6,1334,49.3,96,0,0,0,0,0
44093,L,302.1,310.8,1349,44.3,53,1,0,0,0,0
44094,M,302.3,310.1,1570,37.4,2,0,0,0,0,0
44095,M,298.9,310.2,1608,33.1,98,0,0,0,0,0
44096,L,299.0,308.8,1405,23.8,103,0,0,0,0,0
44097,L,298.3,310.6,1447,39.7,0,0,0,0,0,0
44098,L,300.4,309.6,1565,44.6,192,0,0,0,0,0
44099,L,298.5,308.3,1711,29.5,20,0,0,0,0,0
44100,L,299.3,309.2,1607,31.7,2,0,0,0,0,0
44101,L,299.7,309.5,1620,31.8,119,0,0,0,0,0
44102,L,302.6,312.3,1553,40.0,62,0,0,0,0,0
44103,L,297.3,308.1,1685,27.1,46,0,0,0,0,0
44104,M,299.5,310.8,1477,47.6,114,0,0,0,0,0
44105,L,302.7,310.8,1450,52.1,213,0,0,0,1,0
44106,M,301.5,310.5,1418,44.3,23,0,0,0,0,0
44107,L,303.3,312.4,1429,47.9,49,0,0,0,0,0
44108,L,301.1,311.0,1399,55.9,190,0,0,0,0,0
44109,L,301.0,312.2,1675,29.1,55,0,0,0,0,0
44110,M,298.1,309.3,1456,45.3,144,0,0,0,0,0
44111,M,298.1,308.2,1454,47.6,155,0,0,0,0,0
44112,L,302.6,310.5,1482,38.6,11,0,0,0,0,0
44113,L,299.0,308.4,1571,38.6,20,0,0,0,0,0
44114,L,300.7,309.5,1972,21.7,19,0,0,0,0,0
44115,L,302.3,310.8,1532,42.8,9,0,0,0,0,0
44116,M,300.6,311.4,1482,38.5,41,0,0,0,0,0
44117,M,301.9,310.7,1511,37.6,104,0,0,0,0,0
44118,L,303.5,312.3,1356,45.9,96,0,0,0,0,0
44119,M,301.0,310.7,1657,29.9,49,0,0,0,0,0
44120,M,297.3,308.9,1348,57.4,137,0,0,0,0,0
44121,L,300.5,309.5,1423,45.1,86,0,0,0,0,0
44122,L,298.6,309.6,1461,47.7,14,0,0,0,0,0
44123,L,300.1,310.5,1553,36.0,185,0,0,0,0,0
44124,L,297.5,308.4,1633,38.6,86,0,0,0,0,0
44125,L,300.2,311.6,1451,56.9,155,0,0,0,0,0
44126,M,295.8,306.4,1526,36.8,63,0,0,0,0,0
44127,H,300.2,311.2,1425,45.1,179,0,0,0,0,0
44128,L,300.2,309.6,1452,43.4,141,0,0,0,0,0
44129,L,297.4,309.0,1498,49.8,168,0,0,0,0,0
44130,L,299.7,311.1,1469,40.6,148,0,0,0,0,0
44131,L,301.4,310.7,1543,36.9,2,0,0,0,0,0
44132,M,301.5,310.7,1343,60.5,141,0,0,0,0,0
44133,L,298.5,309.1,1465,39.0,7,0,0,0,0,0
44134,H,300.3,311.6,1571,33.3,123,0,0,0,0,0
44135,L,299.3,309.1,1471,47.3,127,0,0,0,0,0
44136,L,297.7,307.6,1447,22.9,68,0,0,0,0,0
44137,H,299.1,310.3,1443,30.9,0,0,0,0,0,0
44138,L,300.4,309.7,1332,51.1,106,0,0,0,0,0
44139,L,300.8,310.6,1470,48.1,139,0,0,0,0,0
44140,M,298.2,307.6,1386,49.2,154,0,0,0,0,0
44141,M,297.8,309.8,1418,46.0,178,0,0,0,0,0
44142,L,300.5,311.9,1350,46.5,18,0,0,0,0,0
44143,L,301.5,310.5,1486,37.3,189,0,0,0,0,0
44144,L,300.6,312.2,1671,29.0,39,0,0,0,0,0
44145,L,298.9,310.1,1450,45.3,101,0,0,0,0,0
44146,L,300.8,310.8,1511,27.1,39,0,0,0,0,0
44147,L,300.9,310.3,1548,35.2,133,0,0,0,0,0
44148,L,300.7,311.8,1759,27.8,19,0,0,0,0,0
44149,L,303.9,313.0,1551,47.2,140,0,0,0,0,0
44150,L,299.3,308.5,1472,43.9,93,0,0,0,0,0
44151,M,300.6,310.2,1616,36.9,23,0,0,0,0,0
44152,H,297.8,309.2,1648,33.0,98,0,0,0,0,0
44153,L,298.2,308.8,1383,48.9,113,0,0,0,0,0
44154,L,299.9,311.4,1455,40.0,160,0,0,0,0,0
44155,L,302.4,311.0,1903,22.9,170,0,0,0,0,0
44156,L,298.8,309.8,1461,45.9,141,0,0,0,0,0
44157,L,300.0,310.7,1394,47.7,76,0,0,0,0,0
44158,H,298.7,309.8,1378,49.6,30,0,0,0,0,0
44159,L,300.3,310.5,1436,40.4,35,0,0,0,0,0
44160,M,300.2,311.0,1397,52.9,144,0,0,0,0,0
44161,L,298.3,308.1,1326,50.4,90,0,0,0,0,0
44162,L,299.4,309.3,1409,44.7,46,0,0,0,0,0
44163,M,299.7,309.1,1514,38.7,74,0,0,0,0,0
44164,L,297.4,308.2,1429,55.2,184,0,0,0,0,0
44165,L,297.2,308.6,1335,53.0,2,0,0,0,0,0
44166,L,297.0,308.1,1603,30.6,171,0,0,0,0,0
44167,L,297.1,308.1,1446,43.7,164,0,0,0,0,0
44168,M,300.4,309.8,1725,30.4,173,0,0,0,0,0
44169,L,296.8,308.3,1468,39.0,41,0,0,0,0,0
44170,L,299.0,310.2,1651,29.8,109,0,0,0,0,0
44171,H,302.7,311.1,1710,28.1,132,0,0,0,0,0
44172,L,298.7,310.0,1337,48.0,72,0,0,0,0,0
44173,L,300.7,309.5,1419,49.3,57,0,0,0,0,0
44174,L,297.1,307.8,1536,27.6,130,0,0,0,0,0
44175,L,300.8,311.8,1471,38.2,96,0,0,0,0,0
44176,L,301.4,310.1,1721,30.4,171,0,0,0,0,0
44177,M,298.0,307.7,1385,52.7,113,0,0,0,0,0
44178,L,302.2,311.0,1555,34.2,73,0,0,0,0,0
44179,M,301.5,309.8,1391,50.5,127,0,0,0,0,0
44180,L,301.7,310.1,1426,46.1,205,0,0,0,0,0
44181,L,300.7,311.1,1486,46.8,61,0,0,0,0,0
44182,L,297.2,308.5,1420,55.5,2,0,0,0,0,0
44183,L,296.9,308.2,1682,30.7,10,0,0,0,0,0
44184,M,298.2,307.7,1517,36.8,100,0,0,0,0,0
44185,M,298.8,310.2,1447,42.7,88,0,0,0,0,0
44186,L,299.2,308.5,1456,47.2,156,0,0,0,0,0
44187,L,298.2,307.8,1609,36.7,82,0,0,0,0,0
44188,L,298.6,308.3,1390,54.4,59,0,0,0,0,0
44189,L,301.1,309.6,1569,35.2,158,0,0,0,0,0
44190,L,297.4,308.3,1474,39.4,45,0,0,0,0,0
44191,L,300.9,311.5,1418,41.1,171,0,0,0,0,0
44192,L,303.8,312.8,1443,43.9,0,0,0,0,0,0
44193,L,297.8,307.8,1539,36.7,23,0,0,0,0,0
44194,L,299.3,309.1,1470,36.1,118,0,0,0,0,0
44195,M,298.9,310.0,1555,39.4,142,0,0,0,0,0
44196,L,298.2,309.0,1418,38.1,87,0,0,0,0,0
44197,L,298.5,309.4,1463,45.5,0,0,0,0,0,0
44198,L,300.2,309.6,1729,39.6,85,0,0,0,0,0
44199,M,300.7,310.6,1547,36.6,108,0,0,0,0,0
44200,L,298.3,308.4,1598,30.2,96,0,0,0,0,0
44201,L,301.0,310.9,1570,33.8,188,0,0,0,0,0
44202,L,298.6,309.6,1390,50.3,0,0,0,0,0,0
44203,M,298.5,309.5,1483,44.8,9,0,0,0,0,0
44204,M,302.5,311.0,1563,46.3,0,0,0,0,0,0
44205,L,298.3,308.6,1472,39.2,142,0,0,0,0,0
44206,H,301.2,310.7,1554,41.0,35,0,0,0,0,0
44207,L,299.7,310.9,1533,31.8,147,0,0,0,0,0
44208,M,298.3,309.3,1593,35.8,129,0,0,0,0,0
44209,L,297.4,308.2,1450,41.6,69,0,0,0,0,0
44210,M,300.8,312.1,1705,32.9,98,0,0,0,0,0
44211,H,303.4,311.7,1471,44.9,204,0,0,0,0,0
44212,M,299.9,309.2,1450,43.9,185,0,0,0,0,0
44213,L,300.6,310.7,1378,51.2,119,0,0,0,0,0
44214,L,302.8,311.0,1562,38.5,139,0,0,0,0,0
44215,L,297.6,308.7,1723,28.8,7,0,0,0,0,0
44216,L,297.4,308.5,1692,27.9,64,0,0,0,0,0
44217,M,300.2,310.1,1486,41.9,156,0,0,0,0,0
44218,L,301.0,312.3,1445,42.6,105,0,0,0,0,0
44219,M,298.5,309.4,2056,18.7,56,0,0,0,0,0
44220,L,298.1,307.7,1488,40.3,156,0,0,0,0,0
44221,L,300.8,312.6,1556,37.9,119,0,0,0,0,0
44222,H,301.5,310.8,1413,44.6,9,0,0,0,0,0
44223,L,302.4,311.8,1621,35.0,98,0,0,0,0,0
44224,L,298.4,308.4,1432,40.1,179,0,0,0,0,0
44225,L,300.1,309.4,1450,44.7,168,0,0,0,0,0
44226,L,295.7,306.5,1412,42.0,97,0,0,0,0,0
44227,M,300.9,310.8,1537,36.2,188,0,0,0,0,0
44228,L,301.3,310.8,1568,37.1,142,0,0,0,0,0
44229,L,300.5,311.7,1546,35.3,47,0,0,0,0,0
44230,L,300.7,311.8,1655,34.3,9,0,0,0,0,0
44231,L,300.5,310.3,1362,60.3,206,0,0,1,1,0
44232,L,299.0,310.0,1582,35.1,51,0,0,0,0,0
44233,L,298.9,310.1,1430,44.4,76,0,0,0,0,0
44234,H,297.2,308.1,1467,39.0,150,0,0,0,0,0
44235,L,298.0,308.6,1471,33.1,56,0,0,0,0,0
44236,H,300.5,310.0,1471,50.5,82,0,0,0,0,0
44237,L,300.6,310.4,1446,49.8,155,0,0,0,0,0
44238,L,299.9,310.4,1412,51.2,157,0,0,0,0,0
44239,M,303.0,312.5,1602,33.7,176,0,0,0,0,0
44240,L,300.8,311.7,1323,62.5,14,0,0,0,0,0
44241,L,298.8,309.1,1466,45.8,154,0,0,0,0,0
44242,L,297.1,308.4,1390,49.6,113,0,0,0,0,0
44243,M,297.5,308.5,1566,31.3,27,0,0,0,0,0
44244,L,300.0,311.0,1452,44.1,206,0,0,0,0,0
44245,L,299.0,309.9,1523,37.6,141,0,0,0,0,0
44246,L,297.4,308.6,1721,30.3,182,0,0,0,0,0
44247,L,297.3,308.7,1724,28.9,181,0,0,0,0,0
44248,H,297.0,308.2,1479,48.8,19,0,0,0,0,0
44249,M,302.3,311.0,1592,33.7,124,0,0,0,0,0
44250,L,300.2,310.1,1649,30.5,53,0,0,0,0,0
44251,L,297.4,308.4,1459,31.2,166,0,0,0,0,0
44252,L,300.1,310.6,1491,38.2,97,0,0,0,0,0
44253,L,297.1,308.5,1609,31.8,41,0,0,0,0,0
44254,L,297.0,307.9,1670,32.2,112,0,0,0,0,0
44255,M,302.5,311.9,1347,54.3,2,0,0,0,0,0
44256,M,303.0,312.4,1671,36.1,142,0,0,0,0,0
44257,M,298.8,308.6,1609,28.2,210,0,0,0,0,0
44258,L,302.6,310.4,1359,47.2,67,0,0,0,0,0
44259,L,298.6,309.0,2488,13.8,179,0,0,0,0,0
44260,L,299.1,310.1,1429,41.2,110,0,0,0,0,0
44261,L,302.3,311.7,1987,20.1,21,0,0,0,0,0
44262,M,297.7,308.8,1694,26.3,121,0,0,0,0,0
44263,L,300.6,310.5,1616,31.3,106,0,0,0,0,0
44264,L,296.9,307.8,1479,35.0,102,0,0,0,0,0
44265,L,298.0,308.7,1469,41.1,48,0,0,0,0,0
44266,H,297.6,308.8,1618,35.2,199,0,0,0,0,0
44267,L,300.7,310.2,1544,39.6,10,0,0,0,0,0
44268,M,300.3,310.4,1502,43.8,156,0,0,0,0,0
44269,H,300.4,309.4,1790,25.5,114,0,0,0,0,0
44270,M,303.8,312.7,1657,29.1,128,0,0,0,0,0
44271,L,300.8,312.1,1512,39.1,183,0,0,0,0,0
44272,M,300.0,310.3,1314,45.9,199,0,0,0,0,0
44273,L,299.3,308.7,1379,47.6,59,0,0,0,0,0
44274,L,297.5,308.7,1306,50.7,38,0,0,0,0,0
44275,L,299.9,310.4,1524,36.4,0,0,0,0,0,0
44276,L,298.7,310.3,1651,26.2,86,0,0,0,0,0
44277,L,300.7,310.6,1491,41.2,187,0,0,0,0,0
44278,L,300.9,310.8,1587,34.5,203,0,0,0,0,0
44279,L,303.0,312.7,1661,41.8,111,0,0,0,0,0
44280,M,299.4,309.1,1572,37.6,101,0,0,0,0,0
44281,H,300.6,311.9,1447,40.2,128,0,0,0,0,0
44282,L,304.1,313.6,1411,45.7,134,0,0,0,0,0
44283,M,297.4,308.2,1583,45.2,173,0,0,0,0,0
44284,M,298.2,309.0,1455,40.1,96,0,0,0,0,0
44285,L,303.9,312.8,1812,24.3,127,0,0,0,0,0
44286,L,300.3,311.7,1602,33.7,43,0,0,0,0,0
44287,M,301.2,310.7,1394,42.8,24,0,0,0,0,0
44288,L,299.9,310.1,1549,42.0,197,0,0,0,0,0
44289,L,300.1,309.1,1602,31.7,144,0,0,0,0,0
44290,L,299.0,310.3,1449,37.5,137,0,0,0,0,0
44291,L,297.4,308.2,1450,48.8,52,0,0,0,0,0
44292,M,300.7,311.2,1569,37.1,63,0,0,0,0,0
44293,L,300.5,310.1,1297,50.0,130,0,0,0,0,0
44294,M,302.3,310.9,1462,48.9,139,0,0,0,0,0
44295,L,302.2,311.0,1721,28.4,178,0,0,0,0,0
44296,L,298.9,310.0,1525,41.1,202,0,0,0,0,0
44297,L,300.5,311.5,1550,36.5,67,0,0,0,0,0
44298,L,298.6,309.4,1702,27.6,126,0,0,0,0,0
44299,M,297.3,308.5,1416,44.5,85,0,0,0,0,0
44300,M,296.1,307.0,1476,37.6,27,0,0,0,0,0
44301,L,298.9,310.5,1640,31.2,195,0,0,0,0,0
44302,M,301.0,309.6,1555,32.7,166,0,0,0,0,0
44303,L,300.2,311.4,1495,44.4,97,0,0,0,0,0
44304,L,300.4,309.4,1616,31.4,45,0,0,0,0,0
44305,L,297.5,308.6,1546,34.3,139,0,0,0,0,0
44306,L,300.3,310.7,1427,37.7,123,0,0,0,0,0
44307,H,299.9,310.1,1447,52.7,185,0,0,0,0,0
44308,L,301.4,310.7,1620,31.1,21,0,0,0,0,0
44309,H,297.2,308.4,1412,48.5,31,0,0,0,0,0
44310,M,297.3,308.1,1562,35.8,204,0,0,0,0,0
44311,H,296.8,307.9,1653,28.9,124,0,0,0,0,0
44312,L,297.3,308.0,1432,49.0,61,0,0,0,0,0
44313,L,300.7,310.2,1709,28.9,156,0,0,0,0,0
44314,L,297.0,307.7,1513,36.8,124,0,0,0,0,0
44315,L,300.2,311.6,1433,49.3,24,0,0,0,0,0
44316,H,296.5,307.6,1423,41.5,59,0,0,0,0,0
44317,L,300.2,311.8,1488,39.8,197,0,0,0,0,0
44318,L,297.4,308.4,1454,42.0,114,0,0,0,0,0
44319,M,300.8,310.8,1418,41.3,53,0,0,0,0,0
44320,L,300.2,309.7,1923,21.9,135,0,0,0,0,0
44321,H,300.5,312.0,1498,43.8,23,0,0,0,0,0
44322,M,300.8,309.7,1680,32.7,189,0,0,0,0,0
44323,L,300.2,309.8,1480,39.2,0,0,0,0,0,0
44324,H,298.9,310.0,1447,43.4,127,0,0,0,0,0
44325,M,297.4,308.8,1576,33.1,135,0,0,0,0,0
44326,M,302.3,311.2,1546,40.0,83,0,0,0,0,0
44327,M,300.5,309.6,1563,34.0,23,0,0,0,0,0
44328,L,301.8,311.3,1421,45.9,28,0,0,0,0,0
44329,H,301.0,310.8,1432,49.1,119,0,0,0,0,0
44330,L,297.7,307.6,1474,47.3,0,0,0,0,0,0
44331,L,299.0,310.3,1463,43.1,221,0,0,0,0,0
44332,M,298.7,308.5,1469,43.0,64,0,0,0,0,0
44333,L,300.7,310.9,1408,46.5,157,0,0,0,0,0
44334,L,302.4,311.9,1511,35.0,35,0,0,0,0,0
44335,M,297.6,309.6,1439,48.1,7,0,0,0,0,0
44336,L,298.5,308.2,1452,42.5,42,0,0,0,0,0
44337,L,300.5,312.0,1523,42.9,25,0,0,0,0,0
44338,L,301.5,310.6,1452,20.2,0,0,0,0,0,0
44339,L,298.8,309.8,1557,33.0,139,0,0,0,0,0
44340,L,302.5,312.0,1447,45.4,42,0,0,0,0,0
44341,L,297.4,308.3,1412,47.6,111,0,0,0,0,0
44342,M,297.4,308.5,1548,42.6,75,0,0,0,0,0
44343,L,297.4,308.4,1375,45.6,197,0,0,0,0,0
44344,M,300.9,310.8,1609,32.1,14,0,0,0,0,0
44345,L,299.7,309.0,1375,51.7,123,0,0,0,0,0
44346,M,300.6,310.5,1436,49.0,74,0,0,0,0,0
44347,L,298.1,309.6,1553,37.9,48,0,0,0,0,0
44348,L,299.8,309.8,1470,41.7,114,0,0,0,0,0
44349,M,301.9,311.2,1584,32.6,104,0,0,0,0,0
44350,L,301.0,310.9,1782,25.5,199,0,0,0,0,0
44351,L,301.5,310.8,1542,36.9,53,0,0,0,0,0
44352,L,298.4,308.2,1492,45.1,194,0,0,0,0,0
44353,L,303.6,311.7,1391,49.0,164,0,0,0,0,0
44354,L,300.5,311.5,1636,32.7,73,0,0,0,0,0
44355,M,303.0,311.2,1409,41.7,120,0,0,0,0,0
44356,M,297.1,308.2,1529,37.9,171,0,0,0,0,0
44357,M,303.3,311.9,1464,45.5,205,0,0,0,0,0
44358,L,300.1,311.7,1369,54.5,164,0,0,0,0,0
44359,L,301.1,310.8,1606,49.3,116,0,0,0,0,0
44360,L,301.8,310.6,1618,30.7,108,0,0,0,0,0
44361,L,302.2,311.5,1431,50.3,37,0,0,0,0,0
44362,L,300.7,309.5,1467,44.3,66,0,0,0,0,0
44363,L,297.6,308.5,1678,34.2,115,0,0,0,0,0
44364,M,297.6,308.8,1499,43.0,26,0,0,0,0,0
44365,M,299.2,308.8,1323,48.6,112,0,0,0,0,0
44366,L,297.8,307.3,1638,31.0,159,0,0,0,0,0
44367,L,298.3,309.0,1636,30.3,21,0,0,0,0,0
44368,M,300.1,311.4,1683,32.4,210,0,0,0,0,0
44369,L,299.2,308.7,1541,37.2,211,0,0,0,0,0
44370,L,298.4,310.1,1493,38.2,83,0,0,0,0,0
44371,L,300.7,311.0,1404,47.3,61,0,0,0,0,0
44372,L,302.1,311.2,1847,22.1,11,0,0,0,0,0
44373,H,297.7,309.1,1734,30.1,104,0,0,0,0,0
44374,L,300.2,311.5,1549,37.2,0,0,0,0,0,0
44375,L,301.6,310.6,1418,47.6,144,0,0,0,0,0
44376,L,300.0,309.3,1340,56.0,130,0,0,0,0,0
44377,L,304.2,313.4,1447,36.6,168,0,0,0,0,0
44378,L,299.9,309.2,1458,43.9,20,0,0,0,0,0
44379,H,300.9,310.2,1515,40.9,148,0,0,0,0,0
44380,L,301.9,311.0,1457,40.7,119,0,0,0,0,0
44381,L,300.8,311.7,1399,41.6,10,0,0,0,0,0
44382,M,300.6,310.5,1932,21.7,92,0,0,0,0,0
44383,L,304.0,313.2,1336,62.4,168,0,0,0,0,0
44384,L,301.1,310.5,1616,35.2,70,0,0,0,0,0
44385,L,300.7,310.3,1409,42.4,52,0,0,0,0,0
44386,L,298.6,309.7,1561,32.4,7,0,0,0,0,0
44387,L,300.8,311.2,1486,37.4,0,0,0,0,0,0
44388,L,300.7,311.0,1312,50.5,107,0,0,0,0,0
44389,H,301.5,310.5,1445,43.1,121,0,0,0,0,0
44390,L,299.1,308.2,1510,39.2,17,0,0,0,0,0
44391,L,299.1,310.3,1550,35.2,240,0,0,0,0,0
44392,M,303.7,312.4,1619,32.3,94,0,0,0,0,0
44393,L,296.7,307.5,1580,35.1,173,0,0,0,0,0
44394,L,297.1,308.1,1573,38.4,2,0,0,0,0,0
44395,L,298.8,310.0,1512,39.4,130,0,0,0,0,0
44396,L,303.9,312.7,1566,62.3,75,0,0,0,0,0
44397,L,298.3,309.0,1341,58.1,87,0,0,0,0,0
44398,L,299.8,311.1,1720,64.2,165,0,0,0,0,0
44399,L,302.7,312.3,1346,47.7,170,0,0,0,0,0
44400,H,298.9,308.8,1418,44.7,204,0,0,0,0,0
44401,L,298.7,309.6,1449,48.8,147,0,0,0,0,0
44402,L,303.4,311.8,1487,36.2,181,0,0,0,0,0
44403,L,297.2,308.6,1388,42.4,170,0,0,0,0,0
44404,L,298.7,309.7,1332,49.0,17,0,0,0,0,0
44405,L,301.0,310.8,1418,43.5,18,0,0,0,0,0
44406,L,298.0,308.5,1363,45.1,50,0,0,0,0,0
44407,H,302.3,310.2,1442,43.1,43,0,0,0,0,0
44408,M,302.1,310.1,1634,32.7,46,0,0,0,0,0
44409,L,299.4,308.6,1588,35.2,151,0,0,0,0,0
44410,M,300.8,309.4,1482,40.7,113,0,0,0,0,0
44411,L,301.0,310.9,1450,41.2,0,0,0,0,0,0
44412,L,302.1,310.1,1447,46.0,164,0,0,0,0,0
44413,L,296.5,307.8,1462,52.8,110,0,0,0,0,0
44414,M,302.6,311.6,1551,35.6,171,0,0,0,0,0
44415,L,296.3,307.1,1419,45.8,164,0,0,0,0,0
44416,L,302.1,310.7,1541,48.9,64,0,0,0,0,0
44417,L,303.1,311.3,2015,20.2,202,0,0,0,0,0
44418,M,300.8,309.5,1549,40.2,85,0,0,0,0,0
44419,L,298.4,308.2,1635,31.0,148,0,0,0,0,0
44420,L,300.5,311.6,1409,54.7,137,0,0,0,0,0
44421,H,298.6,308.1,1444,51.4,163,0,0,0,0,0
44422,M,298.2,307.8,1753,36.6,185,0,0,0,0,0
44423,M,298.9,310.6,1412,44.1,197,0,0,0,0,0
44424,M,298.5,309.9,1662,34.0,129,0,0,0,0,0
44425,M,296.9,307.8,1585,32.6,110,0,0,0,0,0
44426,M,300.7,311.6,1540,38.0,85,0,0,0,0,0
44427,L,299.5,308.6,1395,51.2,164,0,0,0,0,0
44428,L,297.8,309.0,1539,34.2,181,0,0,0,0,0
44429,L,297.3,308.8,1382,36.7,160,0,0,0,0,1
44430,L,299.8,310.4,1410,43.7,105,0,0,0,0,0
44431,L,299.3,309.1,1397,48.8,195,0,0,0,0,0
44432,M,300.5,310.2,1625,34.6,228,0,0,0,0,0
44433,M,297.7,309.0,1625,34.1,73,0,0,0,0,0
44434,L,299.3,308.4,1548,35.9,124,0,0,0,0,0
44435,L,300.5,311.0,1352,18.9,9,0,0,0,0,0
